customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
1756681,female,roberta ng,roanoke,va,virginia,24012,united states,north america,1940-06-21
1756709,male,jose franklin,summerville,sc,south carolina,29483,united states,north america,1968-01-13
1756761,female,renee gorman,fort myers,fl,florida,33901,united states,north america,1991-03-21
1756921,female,sarah luckett,spokane,wa,washington,99205,united states,north america,1952-08-28
1757500,male,david beaulieu,madison,wi,wisconsin,53703,united states,north america,1981-09-19
1757539,male,rodney laplant,columbus,in,indiana,47201,united states,north america,1968-02-09
1757948,female,margaret purdy,garden city,ny,new york,11530,united states,north america,1948-10-31
1758051,female,loretta bradley,springfield,ma,massachusetts,1109,united states,north america,1938-05-04
1758053,female,charlotte costa,shelby,ms,mississippi,38774,united states,north america,1977-10-31
1758208,male,christopher lopp,plymouth,in,indiana,46563,united states,north america,1995-05-12
1758240,female,judy villarreal,tampa,fl,florida,33610,united states,north america,1992-04-28
1758421,female,joelle hildebrandt,chicago,il,illinois,60607,united states,north america,1969-06-04
1758439,male,johnny roe,davenport,il,illinois,52803,united states,north america,1967-01-16
1758999,male,vernon reid,fort myers,fl,florida,33901,united states,north america,1975-09-17
1759474,male,steve parrish,denver,co,colorado,80265,united states,north america,1999-06-21
1759497,female,nora baer,westminster,ca,california,92683,united states,north america,1957-11-19
1759717,male,roderick mccracken,leesburg,va,virginia,22075,united states,north america,1997-04-01
1759870,female,zenaida hogg,la grange,il,illinois,60525,united states,north america,1953-07-10
1760076,male,robert tillis,philadelphia,pa,pennsylvania,19108,united states,north america,1978-08-20
1760131,female,mary gaylor,camden,mi,michigan,49232,united states,north america,1980-06-05
1760136,male,terry jennings,jackson,ms,mississippi,39211,united states,north america,1940-06-03
1760369,female,aubrey singleton,smyrna,ga,georgia,30082,united states,north america,1962-09-19
1760929,male,justin garcia,benton harbor,mi,michigan,49022,united states,north america,1955-04-29
1761007,female,irene pitts,marlin,tx,texas,76661,united states,north america,1972-07-12
1761079,male,jimmy siegel,bend,or,oregon,97702,united states,north america,1967-03-07
1761462,male,elvis campbell,bayside,ny,new york,11361,united states,north america,1963-10-24
1761592,male,james jackson,new york,ny,new york,10019,united states,north america,1937-06-26
1761880,male,thomas phillips,hilliard,oh,ohio,43026,united states,north america,1966-09-04
1761910,male,tony feinberg,philadelphia,de,delaware,19106,united states,north america,1982-07-19
1762395,male,damon meadows,detroit,mi,michigan,48226,united states,north america,1987-10-08
1762396,male,evan washington,roosevelt,mn,minnesota,56673,united states,north america,1995-05-28
1762408,male,james ramirez,belmont,wv,west virginia,26134,united states,north america,1943-01-10
1762467,male,lester reeves,mclean,va,virginia,22102,united states,north america,1995-03-24
1762532,male,kurt owens,kingsport,va,virginia,37663,united states,north america,1999-11-08
1762564,male,kent williams,grand rapids,mi,michigan,49503,united states,north america,1991-06-23
1762798,female,alma morgan,saginaw,mi,michigan,48603,united states,north america,1938-06-30
1763016,male,paul clinton,san diego,ca,california,92105,united states,north america,1965-06-20
1763082,male,stan atkins,plattsburgh,ny,new york,12901,united states,north america,1939-03-24
1763268,male,brian downing,miami,fl,florida,33012,united states,north america,1964-04-29
1763365,female,patricia mccray,wayne,nj,new jersey,7477,united states,north america,1998-04-06
1763375,male,carlos reynolds,wichita,ks,kansas,67226,united states,north america,1986-03-03
1763456,female,carol fulton,fresno,ca,california,93721,united states,north america,1938-04-08
1763514,male,clarence oakes,chicago,il,illinois,60641,united states,north america,1969-04-20
1763642,female,karen smith,golden valley,mn,minnesota,55427,united states,north america,1972-04-18
1763841,male,peter tuohy,lohn,tx,texas,76852,united states,north america,1991-07-15
1764107,male,zachary hopkins,west warwick,ri,rhode island,2893,united states,north america,1943-01-15
1764261,male,douglas smith,woburn,ma,massachusetts,1801,united states,north america,2001-09-03
1764444,female,martha pettway,wenatchee,wa,washington,98801,united states,north america,1957-11-04
1764577,male,daniel wilder,new york,ny,new york,10022,united states,north america,1971-11-27
1764598,male,damon reece,honolulu,hi,hawaii,96813,united states,north america,1999-12-15
1764911,female,marguerite olson,witt,il,illinois,62094,united states,north america,1936-04-02
1764995,female,keshia jacob,minneapolis,mn,minnesota,55411,united states,north america,1953-03-07
1765100,female,marie kohn,dallas,tx,texas,75247,united states,north america,1969-03-18
1765105,female,consuela nelson,south burlington,vt,vermont,5403,united states,north america,1944-02-22
1765324,male,dustin cruz,york,me,maine,3909,united states,north america,1952-09-21
1765346,female,mildred allen,south ozone park,ny,new york,11420,united states,north america,1960-01-16
1765360,female,dawn munoz,virginia beach,va,virginia,23452,united states,north america,1989-07-26
1765384,female,angel wagner,somerville,nj,new jersey,8876,united states,north america,1968-02-17
1765579,male,russell golden,pittsburgh,pa,pennsylvania,15201,united states,north america,1944-07-03
1765634,female,vivian parra,ada,ok,oklahoma,74820,united states,north america,1965-07-27
1765668,male,william doherty,saint louis,mo,missouri,63114,united states,north america,1999-07-19
1765862,female,lula beyer,faribault,mn,minnesota,55021,united states,north america,1976-06-07
1765910,female,anna harr,gloucester,ma,massachusetts,1930,united states,north america,1943-03-13
1765915,male,james perez,englewood,co,colorado,80112,united states,north america,1999-07-25
1765917,female,tiera rodas,centennial,co,colorado,80112,united states,north america,1961-06-03
1766136,male,joel tate,clarksburg,wv,west virginia,26301,united states,north america,1946-01-05
1766407,female,joan harris,rockford,il,illinois,61101,united states,north america,1953-05-16
1766504,female,amalia gonzales,minneapolis,mn,minnesota,55402,united states,north america,1962-03-29
1766556,female,heather coleman,chicago,il,illinois,60606,united states,north america,1971-11-16
1766887,female,sabrina aikens,merna,ne,nebraska,68856,united states,north america,1973-12-20
1766951,male,nicholas boudreau,searcy,ar,arkansas,72143,united states,north america,1936-04-22
1767101,male,samuel lewis,maydelle,tx,texas,75652,united states,north america,1957-05-27
1767210,male,thomas campion,pine bluff,ar,arkansas,71602,united states,north america,1963-06-24
1767377,male,richard allen,whitestone,ny,new york,11357,united states,north america,1998-06-18
1767588,female,christina ray,birmingham,al,alabama,35222,united states,north america,1963-03-10
1767742,female,karen nelson,andover,mn,minnesota,55304,united states,north america,1968-02-29
1767794,female,virginia howard,kentwood,la,louisiana,70444,united states,north america,2000-09-21
1767848,male,michael thomas,baraga,mi,michigan,49908,united states,north america,1986-08-17
1767858,male,william dyar,pine bluff,ar,arkansas,71602,united states,north america,1990-02-20
1768079,female,christine cruz,birmingham,al,alabama,35209,united states,north america,1961-02-18
1768180,female,maryanne manning,san antonio,tx,texas,78205,united states,north america,1950-06-18
1768281,female,anne levy,fredericksburg,va,virginia,22401,united states,north america,1980-03-25
1768548,male,marc mccauley,coldwater,tx,texas,79022,united states,north america,1944-05-17
1768600,male,daniel williams,macks creek,mo,missouri,65786,united states,north america,1945-07-03
1768642,male,steven smith,mount pleasant,mi,michigan,48858,united states,north america,1955-11-01
1768779,female,monica turner,blue ridge,ga,georgia,30513,united states,north america,1939-05-14
1768999,female,elva ginsberg,little rock,ar,arkansas,72211,united states,north america,1992-08-20
1769156,male,thomas benefield,nowata,ok,oklahoma,74048,united states,north america,1953-01-16
1769294,female,alberta thrailkill,wadena,mn,minnesota,56482,united states,north america,1993-09-12
1769400,male,miguel yokota,oak park,il,illinois,60300,united states,north america,1962-04-08
1769593,male,jorge stever,new york,ny,new york,10013,united states,north america,1964-09-23
1769708,male,richard galbreath,pontiac,mi,michigan,48342,united states,north america,1957-03-26
1770021,female,anette hobson,marion,il,illinois,62959,united states,north america,1998-09-30
1770119,male,donald vera,denver,co,colorado,80209,united states,north america,1954-08-13
1770393,male,leon dieter,getzville,ny,new york,14068,united states,north america,1953-10-10
1770405,female,irene szeto,jersey city,nj,new jersey,7305,united states,north america,1970-02-13
1770497,female,patricia timms,little rock,ar,arkansas,72212,united states,north america,1960-02-10
1770572,male,frederick powers,hays,ks,kansas,67601,united states,north america,1969-11-20
1771027,female,kimberely humes,houston,tx,texas,77055,united states,north america,1989-03-01
1771171,female,tabitha rodriquez,annapolis,mo,missouri,63620,united states,north america,1993-05-26
1771225,female,mary daniel,philadelphia,pa,pennsylvania,19108,united states,north america,1970-06-06
1771228,female,emily gambino,houston,tx,texas,77062,united states,north america,1955-10-25
1771296,female,patricia smith,stlouis,il,illinois,63101,united states,north america,1956-02-23
1771430,male,michael gies,covina,ca,california,91723,united states,north america,1979-08-08
1771623,male,russell bair,philadelphia,de,delaware,19107,united states,north america,1951-08-11
1771687,male,clarence clifford,mayo,md,maryland,21106,united states,north america,1996-04-01
1771836,female,jessica scott,roslyn,ny,new york,11576,united states,north america,1955-06-08
1772294,female,sharon pollock,saint louis,mo,missouri,63108,united states,north america,1973-03-30
1772324,female,casey cooper,san antonio,tx,texas,78213,united states,north america,1993-09-12
1772502,female,rachel folsom,fremont,ca,california,94539,united states,north america,1996-01-20
1772543,female,tanesha stewart,ames,ia,iowa,50010,united states,north america,1958-02-08
1772750,female,tiffany bailey,laurel springs,nj,new jersey,8021,united states,north america,1935-04-21
1772778,male,christopher farrell,west palm beach,fl,florida,33401,united states,north america,1974-04-06
1772938,female,beverley styron,burlington,tx,texas,76519,united states,north america,1993-06-10
1773061,male,joseph orr,bridgeport,ne,nebraska,69336,united states,north america,1992-10-06
1773123,female,martha schmidt,northbrook,il,illinois,60062,united states,north america,1995-05-02
1773266,male,isaias joe,charlotte,nc,north carolina,28209,united states,north america,1996-03-07
1773342,male,william daugherty,norfolk,va,virginia,23510,united states,north america,1941-01-16
1773702,male,timothy carignan,st james,mn,minnesota,56081,united states,north america,1985-07-28
1773767,female,ema webb,chicago,il,illinois,60654,united states,north america,1988-07-23
1773829,female,kathleen satterfield,smithtown,ny,new york,11787,united states,north america,1944-05-13
1773883,female,bessie sheppard,nashville,tn,tennessee,37216,united states,north america,1966-03-06
1773985,female,janet jackson,lexington,ma,massachusetts,2173,united states,north america,1944-01-17
1774119,female,linda brooker,marshall,mn,minnesota,56258,united states,north america,1946-12-31
